ID,Name,Birth Year,Death Year,Country,Work,Instrumentation,Link
3994,"Cordero, Fernando Cruz",1822,1863,,"Minué (Cordero, Fernando Cruz)",guitar,https://imslp.org/wiki/Minu%C3%A9_(Cordero%2C_Fernando_Cruz)
3995,"Morales, Justo Tomás",1877,1953,,"Minué (Morales, Justo Tomás)",guitar,https://imslp.org/wiki/Minu%C3%A9_(Morales%2C_Justo_Tom%C3%A1s)
3996,"Alais, Juan",1844,1914,,"Miosotis, Op.31 (Alais, Juan)",guitar,https://imslp.org/wiki/Miosotis%2C_Op.31_(Alais%2C_Juan)
3997,"Sagreras, Julio Salvador",1879,1942,,"Miradas y sonrisas, Op.14 (Sagreras, Julio Salvador)",Guitar,https://imslp.org/wiki/Miradas_y_sonrisas%2C_Op.14_(Sagreras%2C_Julio_Salvador)
3998,Jashiin,,,,Mirrors (Jashiin),Guitar or lute,https://imslp.org/wiki/Mirrors_(Jashiin)
3999,"Sagreras, Julio Salvador",1879,1942,,"Mis aspiraciones, Op.3 (Sagreras, Julio Salvador)",Guitar,https://imslp.org/wiki/Mis_aspiraciones%2C_Op.3_(Sagreras%2C_Julio_Salvador)
4000,"Abril Tirado, Pedro",1784,1856,,"Mis Pasatiempos al pie del volcán (Abril Tirado, Pedro)",guitar,https://imslp.org/wiki/Mis_Pasatiempos_al_pie_del_volc%C3%A1n_(Abril_Tirado%2C_Pedro)
4001,"Morales, Justo Tomás",1877,1953,,"Mis Recuerdos (Morales, Justo Tomás)",guitar,https://imslp.org/wiki/Mis_Recuerdos_(Morales%2C_Justo_Tom%C3%A1s)
4002,"Zwaag, Wim",,,,"Misa 'Santa Ana' (Zwaag, Wim)","mixed chorus (SATB), guitar, cello",https://imslp.org/wiki/Misa_'Santa_Ana'_(Zwaag%2C_Wim)
4003,"Gardana, Enea",1843,1901,,"Miserere nel Trovatore (Gardana, Enea)",guitar,https://imslp.org/wiki/Miserere_nel_Trovatore_(Gardana%2C_Enea)
4004,"Ferrer, José",1835,1916,,"Misiva afectuosa, Op.58 (Ferrer, José)",guitar,https://imslp.org/wiki/Misiva_afectuosa%2C_Op.58_(Ferrer%2C_Jos%C3%A9)
4005,"Jones, Lewis",,,,"Miss Broadwood's Delight (Jones, Lewis)","voice, guitar",https://imslp.org/wiki/Miss_Broadwood's_Delight_(Jones%2C_Lewis)
4006,"Abreu, Pedro Miguel",,,,"Misterioso (Abreu, Pedro Miguel)",Guitar,https://imslp.org/wiki/Misterioso_(Abreu%2C_Pedro_Miguel)
4007,"Folwell, John C.",,,,"Mistletoe Waltz (Folwell, John C.)",guitar,https://imslp.org/wiki/Mistletoe_Waltz_(Folwell%2C_John_C.)
4008,"Chen, Yihan",,,,"Misty Songs, CYH 087 (Chen, Yihan)",Flute and Guitar,https://imslp.org/wiki/Misty_Songs%2C_CYH_087_(Chen%2C_Yihan)
4009,"Tomášek, Václav Jan",1774,1850,,"Mit schwarzen Segeln (Tomášek, Václav Jan)","voice, guitar (or piano)",https://imslp.org/wiki/Mit_schwarzen_Segeln_(Tom%C3%A1%C5%A1ek%2C_V%C3%A1clav_Jan)
4010,"Duff, Gordon",,,,"Mme Musson's Ballet Class (Duff, Gordon)",Guitar: solo,https://imslp.org/wiki/Mme_Musson's_Ballet_Class_(Duff%2C_Gordon)
4011,"Hamilton, Gregory",,,,"A Modal Mood (Hamilton, Gregory)","Flute, guitar",https://imslp.org/wiki/A_Modal_Mood_(Hamilton%2C_Gregory)
4012,"Psimikakis-Chalkokondylis, Nikolaos-Laonikos",,1989,,"Model5 (Psimikakis-Chalkokondylis, Nikolaos-Laonikos)","guitar, live electronics (Max/MSP)",https://imslp.org/wiki/Model5_(Psimikakis-Chalkokondylis%2C_Nikolaos-Laonikos)
4013,"Schultz, Leonard",1814,1860,,"Moderato - Andante espressivo (Schultz, Leonard)",Guitar,https://imslp.org/wiki/Moderato_-_Andante_espressivo_(Schultz%2C_Leonard)
4014,"Murphy, Evan R.",,,,"Moderato in C major (Murphy, Evan R.)",Guitar,https://imslp.org/wiki/Moderato_in_C_major_(Murphy%2C_Evan_R.)
4015,"Odell, Herbert Forrest",1872,1926,,"Modestie, Op.44 (Odell, Herbert Forrest)","1 or 2 mandolins, guitar",https://imslp.org/wiki/Modestie%2C_Op.44_(Odell%2C_Herbert_Forrest)
4016,"Schultz, Leonard",1814,1860,,"Modulations in Chords for the Guitar, Op.15 (Schultz, Leonard)",guitar,https://imslp.org/wiki/Modulations_in_Chords_for_the_Guitar%2C_Op.15_(Schultz%2C_Leonard)
4017,"Damas, Tomás",1825,1890,,"El molinero de subiza (Damas, Tomás)",guitar,https://imslp.org/wiki/El_molinero_de_subiza_(Damas%2C_Tom%C3%A1s)
4018,"Melangola, Roberto",,,,"3 Momenti e Finale (Melangola, Roberto)","accordion, guitar",https://imslp.org/wiki/3_Momenti_e_Finale_(Melangola%2C_Roberto)
4019,"Guestrin, Néstor",,,,"Momentos (Guestrin, Néstor)",Guitar,https://imslp.org/wiki/Momentos_(Guestrin%2C_N%C3%A9stor)
4020,"Shorter, Steve",,,,"4 Moments in the Shape of a Python (Shorter, Steve)",guitar,https://imslp.org/wiki/4_Moments_in_the_Shape_of_a_Python_(Shorter%2C_Steve)
4021,"Jacques, Alain M.",,,,"Mon bras pressait ta taille frêle (Jacques, Alain M.)",Voice & Guitar,https://imslp.org/wiki/Mon_bras_pressait_ta_taille_fr%C3%AAle_(Jacques%2C_Alain_M.)
4022,"Raoulx, Maurice de",1825,,,"A mon Hortence (Raoulx, Maurice de)","voice, guitar",https://imslp.org/wiki/A_mon_Hortence_(Raoulx%2C_Maurice_de)
4023,"Monzino, Giacomo Antonio",1772,1854,,"12 Monferine e 6 Waltz per Chitarra Francese, Op.5 (Monzino, Giacomo Antonio)",guitar,https://imslp.org/wiki/12_Monferine_e_6_Waltz_per_Chitarra_Francese%2C_Op.5_(Monzino%2C_Giacomo_Antonio)
4024,"Schuster, Vincenz",1797,1863,,"4 Monferine, Op.13 (Schuster, Vincenz)",Guitar,https://imslp.org/wiki/4_Monferine%2C_Op.13_(Schuster%2C_Vincenz)
4025,"Lom, Joseph Charles",1826,1835,,"6 Monferines, Op.3 (Lom, Joseph Charles)",guitar,https://imslp.org/wiki/6_Monferines%2C_Op.3_(Lom%2C_Joseph_Charles)
4026,"Steinfels, Adolph",1821,1846,,"7 Monferines, Op.18 (Steinfels, Adolph)",2 guitars,https://imslp.org/wiki/7_Monferines%2C_Op.18_(Steinfels%2C_Adolph)
4027,"Salvo, Francesco de",,,,"12 Monferrine per Chitarra Sola (Salvo, Francesco de)",guitar,https://imslp.org/wiki/12_Monferrine_per_Chitarra_Sola_(Salvo%2C_Francesco_de)
4028,"Kníže, František Max",1784,1840,,"12 Monferrine per la chitarra sola, Op.19 (Kníže, František Max)",guitar,https://imslp.org/wiki/12_Monferrine_per_la_chitarra_sola%2C_Op.19_(Kn%C3%AD%C5%BEe%2C_Franti%C5%A1ek_Max)
4029,"Giuliani, Mauro",1781,1829,,"12 Monferrine, Op.12 (Giuliani, Mauro)",guitar,https://imslp.org/wiki/12_Monferrine%2C_Op.12_(Giuliani%2C_Mauro)
4030,"Weidt, Albert John",1866,1945,,"Monkey Dreams (Weidt, Albert John)",guitar,https://imslp.org/wiki/Monkey_Dreams_(Weidt%2C_Albert_John)
4031,"Coste, Napoléon",1805,1883,,"Le montagnard, Op.34 (Coste, Napoléon)","oboe, piano (or guitar)",https://imslp.org/wiki/Le_montagnard%2C_Op.34_(Coste%2C_Napol%C3%A9on)
4032,"Coste, Napoléon",1805,1883,,"Les montagnards, Op.17 (Coste, Napoléon)",guitar,https://imslp.org/wiki/Les_montagnards%2C_Op.17_(Coste%2C_Napol%C3%A9on)
4033,"Iparraguirre, Pedro Antonio",1879,1931,,"El Montaraz (Iparraguirre, Pedro Antonio)",2 guitars,https://imslp.org/wiki/El_Montaraz_(Iparraguirre%2C_Pedro_Antonio)
4034,"Weidt, Albert John",1866,1945,,"Montclair Galop (Weidt, Albert John)",guitar,https://imslp.org/wiki/Montclair_Galop_(Weidt%2C_Albert_John)
4035,"Fortea, Daniel",1878,1953,,"Monteria (Fortea, Daniel)",guitar,https://imslp.org/wiki/Monteria_(Fortea%2C_Daniel)
4036,"Castellacci, Luigi",1797,1845,,"18 Montferines for 2 Guitars, Op.35 (Castellacci, Luigi)",2 guitars,https://imslp.org/wiki/18_Montferines_for_2_Guitars%2C_Op.35_(Castellacci%2C_Luigi)
4037,"Campion, François",1685,1747,,"La Montléon (Campion, François)",guitar,https://imslp.org/wiki/La_Montl%C3%A9on_(Campion%2C_Fran%C3%A7ois)
4038,"Vincent IV, Teo",,,,"Montuno Circles Makes Blues Scale (Vincent IV, Teo)","percussion, guitar, piano",https://imslp.org/wiki/Montuno_Circles_Makes_Blues_Scale_(Vincent_IV%2C_Teo)
4039,"Schiavone, Mauro",,,,"3 Moods (Schiavone, Mauro)",Guitar trio,https://imslp.org/wiki/3_Moods_(Schiavone%2C_Mauro)
4040,"Aksyonov, Semyon",1784,1853,,"The moon is shining brightly (Aksyonov, Semyon)",guitar,https://imslp.org/wiki/The_moon_is_shining_brightly_(Aksyonov%2C_Semyon)
4041,"Finlay McAuliffe, Kass",,,,"Moon Riviera (Finlay McAuliffe, Kass)",guitar,https://imslp.org/wiki/Moon_Riviera_(Finlay_McAuliffe%2C_Kass)
4042,"Ugoletti, Paolo",,,,"The Moon Song (Ugoletti, Paolo)","flute, guitar, violin",https://imslp.org/wiki/The_Moon_Song_(Ugoletti%2C_Paolo)
4043,"Dorn, Charles James",1839,1909,,"Moonlight Reverie (Dorn, Charles James)",guitar,https://imslp.org/wiki/Moonlight_Reverie_(Dorn%2C_Charles_James)
4044,"Sapozhnikov, Aleksandr",,,,"Moonlight (Sapozhnikov, Aleksandr)",Guitar,https://imslp.org/wiki/Moonlight_(Sapozhnikov%2C_Aleksandr)
4045,"Dorn, Charles James",1839,1909,,"Moorish Dance (Dorn, Charles James)",guitar,https://imslp.org/wiki/Moorish_Dance_(Dorn%2C_Charles_James)
4046,"Klinger, Ivan",1815,1897,,"Morceau de Salon, Op.11 (Klinger, Ivan)",guitar,https://imslp.org/wiki/Morceau_de_Salon%2C_Op.11_(Klinger%2C_Ivan)
4047,"Shand, Ernest",1868,1924,,"Morceau lyrique, Op.97 (Shand, Ernest)",guitar,https://imslp.org/wiki/Morceau_lyrique%2C_Op.97_(Shand%2C_Ernest)
4048,"Aguado, Dionisio",1784,1849,,"Morceaux agréables et non difficiles, Op.13 (Aguado, Dionisio)",guitar,https://imslp.org/wiki/Morceaux_agr%C3%A9ables_et_non_difficiles%2C_Op.13_(Aguado%2C_Dionisio)
4049,"Pettoletti, Pietro",1795,1870,,"Morceaux choisies d’opéras (Pettoletti, Pietro)",solo guitar,https://imslp.org/wiki/Morceaux_choisies_d%E2%80%99op%C3%A9ras_(Pettoletti%2C_Pietro)
4050,"Carulli, Ferdinando",1770,1841,,"8 Morceaux choisis du Matrimonis segreto, Op.64 (Carulli, Ferdinando)","violin, guitar",https://imslp.org/wiki/8_Morceaux_choisis_du_Matrimonis_segreto%2C_Op.64_(Carulli%2C_Ferdinando)
4051,"Sor, Fernando",1778,1839,,"Morceaux de concert, Op.54 (Sor, Fernando)",guitar,https://imslp.org/wiki/Morceaux_de_concert%2C_Op.54_(Sor%2C_Fernando)
4052,"Carulli, Ferdinando",1770,1841,,"15 Morceaux extrêmement faciles, Op.145 (Carulli, Ferdinando)",guitar,https://imslp.org/wiki/15_Morceaux_extr%C3%AAmement_faciles%2C_Op.145_(Carulli%2C_Ferdinando)
4053,"Carulli, Ferdinando",1770,1841,,"18 Morceaux faciles et progressifs, Op.120 (Carulli, Ferdinando)",guitar; 2 guitars,https://imslp.org/wiki/18_Morceaux_faciles_et_progressifs%2C_Op.120_(Carulli%2C_Ferdinando)
4054,"Molino, Francesco",1775,1847,,"5 Morceaux faciles followed by Variations on 'Troubadour béarnais', Op.60 (Molino, Francesco)",guitar,https://imslp.org/wiki/5_Morceaux_faciles_followed_by_Variations_on_'Troubadour_b%C3%A9arnais'%2C_Op.60_(Molino%2C_Francesco)
4055,"Carulli, Ferdinando",1770,1841,,"18 Morceaux Progressifs pour la Guitare (Carulli, Ferdinando)",guitar,https://imslp.org/wiki/18_Morceaux_Progressifs_pour_la_Guitare_(Carulli%2C_Ferdinando)
4056,"Carulli, Ferdinando",1770,1841,,"Morçeaux progressifs, Op.264 (Carulli, Ferdinando)",Guitar,https://imslp.org/wiki/Mor%C3%A7eaux_progressifs%2C_Op.264_(Carulli%2C_Ferdinando)
4057,"Castellacci, Luigi",1797,1845,,"16 Morceaux très faciles, Op.24 (Castellacci, Luigi)",guitar,https://imslp.org/wiki/16_Morceaux_tr%C3%A8s_faciles%2C_Op.24_(Castellacci%2C_Luigi)
4058,"Carulli, Ferdinando",1770,1841,,"24 Morceaux très faciles, Op.310 (Carulli, Ferdinando)",guitar,https://imslp.org/wiki/24_Morceaux_tr%C3%A8s_faciles%2C_Op.310_(Carulli%2C_Ferdinando)
4059,"Mertz, Johann Kaspar",1806,1856,,"3 Morceaux, Op.65 (Mertz, Johann Kaspar)",guitar,https://imslp.org/wiki/3_Morceaux%2C_Op.65_(Mertz%2C_Johann_Kaspar)
4060,"Carulli, Ferdinando",1770,1841,,"9 Morceaux, Variations et 3 Rondeaux (Carulli, Ferdinando)",guitar,https://imslp.org/wiki/9_Morceaux%2C_Variations_et_3_Rondeaux_(Carulli%2C_Ferdinando)
4061,"Weber, Kristof J.",,,,"Morgen, Op.128 (Weber, Kristof J.)",guitar,https://imslp.org/wiki/Morgen%2C_Op.128_(Weber%2C_Kristof_J.)
4062,"Salvetti, Simone",1870,1932,,"Mormorio del Mare (Salvetti, Simone)",mandolin orchestra,https://imslp.org/wiki/Mormorio_del_Mare_(Salvetti%2C_Simone)
4063,"Winklhofer, Markus",,,,"Morning (Winklhofer, Markus)",Guitar,https://imslp.org/wiki/Morning_(Winklhofer%2C_Markus)
4064,"Ludenhoff, Martin",,,,"Morrison's Jig (Ludenhoff, Martin)",2 guitars,https://imslp.org/wiki/Morrison's_Jig_(Ludenhoff%2C_Martin)
4065,"Carulli, Ferdinando",1770,1841,,"Mosaique des morceaux favoris de 'Les Huguenots' (Carulli, Ferdinando)",guitar,https://imslp.org/wiki/Mosaique_des_morceaux_favoris_de_'Les_Huguenots'_(Carulli%2C_Ferdinando)
4066,"Raoulx, Maurice de",1825,,,"Mosaïque pour la Guitare sur La Chalet, Op.92 (Raoulx, Maurice de)",guitar,https://imslp.org/wiki/Mosa%C3%AFque_pour_la_Guitare_sur_La_Chalet%2C_Op.92_(Raoulx%2C_Maurice_de)
4067,"Carcassi, Matteo",1792,1853,,"Mosaïque sur les motifs favoris de l'opéra 'Le Domino noir', Op.67 (Carcassi, Matteo)",Guitar,https://imslp.org/wiki/Mosa%C3%AFque_sur_les_motifs_favoris_de_l'op%C3%A9ra_'Le_Domino_noir'%2C_Op.67_(Carcassi%2C_Matteo)
4068,"Hayden, Winslow Lewis",1839,1886,,"A Mother is the Best Friend after All (Hayden, Winslow Lewis)","voice, guitar",https://imslp.org/wiki/A_Mother_is_the_Best_Friend_after_All_(Hayden%2C_Winslow_Lewis)
4069,"Giuliani, Mauro",1781,1829,,"2 Motifs favoris de Bellini (Giuliani, Mauro)",guitar,https://imslp.org/wiki/2_Motifs_favoris_de_Bellini_(Giuliani%2C_Mauro)
4070,"Legnani, Luigi",1790,1877,,"Motivi più favorita delle Opere Zelmira e Corradino da Rossini, Op.26 (Legnani, Luigi)",guitar,https://imslp.org/wiki/Motivi_pi%C3%B9_favorita_delle_Opere_Zelmira_e_Corradino_da_Rossini%2C_Op.26_(Legnani%2C_Luigi)
4071,"Lopes, Edson",,,,"Moto Perpetuo (Lopes, Edson)",Classical Guitar,https://imslp.org/wiki/Moto_Perpetuo_(Lopes%2C_Edson)
4072,"Folwell, John C.",,,,"Mountain Breezes (Folwell, John C.)",guitar,https://imslp.org/wiki/Mountain_Breezes_(Folwell%2C_John_C.)
4073,"Folwell, John C.",,,,"Mountain Rivulet (Folwell, John C.)",guitar,https://imslp.org/wiki/Mountain_Rivulet_(Folwell%2C_John_C.)
4074,"Gedan, Jörg",,,,"Mouvement (Gedan, Jörg)",guitar,https://imslp.org/wiki/Mouvement_(Gedan%2C_J%C3%B6rg)
4075,"Dudeque, Norton",,,,"2 Movements for Guitar and Chamber Orchestra (Dudeque, Norton)","Solo:guitarOrchestra:flute, clarinet, horn, timpani, percussion, strings",https://imslp.org/wiki/2_Movements_for_Guitar_and_Chamber_Orchestra_(Dudeque%2C_Norton)
4076,"Bologna, Antonio Maria",,,,"Movimento (Bologna, Antonio Maria)","flute, mandolin, guitar, double bass",https://imslp.org/wiki/Movimento_(Bologna%2C_Antonio_Maria)
4077,"Hoffmann, Norbert Rudolf",,,,"Mowimentos (Hoffmann, Norbert Rudolf)",3 guitars,https://imslp.org/wiki/Mowimentos_(Hoffmann%2C_Norbert_Rudolf)
4078,"Aguado, Dionisio",1784,1849,,"Muestra de afecto y reconocimiento (Aguado, Dionisio)",Guitar,https://imslp.org/wiki/Muestra_de_afecto_y_reconocimiento_(Aguado%2C_Dionisio)
4079,"Cimadevilla, Francisco",1861,1931,,"Muñeira (Cimadevilla, Francisco)",guitar,https://imslp.org/wiki/Mu%C3%B1eira_(Cimadevilla%2C_Francisco)
4080,"Carcassi, Matteo",1792,1853,,"Der muntere Alpenhirt (Carcassi, Matteo)","voice, guitar",https://imslp.org/wiki/Der_muntere_Alpenhirt_(Carcassi%2C_Matteo)
4081,"Arcas, Julián",1832,1882,,"Murcianas (Arcas, Julián)",guitar,https://imslp.org/wiki/Murcianas_(Arcas%2C_Juli%C3%A1n)
4082,"Castillo, David del",1862,1928,,"Murmure du Ruisseau (Castillo, David del)",guitar,https://imslp.org/wiki/Murmure_du_Ruisseau_(Castillo%2C_David_del)
4083,"Hayden, Winslow Lewis",1839,1886,,"Musette de Nina (Hayden, Winslow Lewis)",guitar,https://imslp.org/wiki/Musette_de_Nina_(Hayden%2C_Winslow_Lewis)
4084,Anonymous,,,,"Musette in A major, VM7-6222, f.20 (Anonymous)",baroque guitar,https://imslp.org/wiki/Musette_in_A_major%2C_VM7-6222%2C_f.20_(Anonymous)
4085,"Dun, Finlay",1795,1853,,"The Musical Amulet for 1836 (Dun, Finlay)","1-3 voices, piano; voice, guitar (or piano); piano; piano 4-hands",https://imslp.org/wiki/The_Musical_Amulet_for_1836_(Dun%2C_Finlay)
4086,Various,,,,The Musical Gem for 1830 (Various),"voice, piano; voice, guitar, piano; voice, harp; piano; harp",https://imslp.org/wiki/The_Musical_Gem_for_1830_(Various)
4087,"Zorer, Maximilian",1848,1868,,"The Musical Gift (Zorer, Maximilian)",guitar,https://imslp.org/wiki/The_Musical_Gift_(Zorer%2C_Maximilian)
4088,"Kremberg, Jakob",1650,1715,,"Musicalische Gemüths-Ergötzung (Kremberg, Jakob)","1-2 voices, continuo, and/or lute or angelica (a type of wire-strung lute) or viol or baroque guitar",https://imslp.org/wiki/Musicalische_Gem%C3%BCths-Erg%C3%B6tzung_(Kremberg%2C_Jakob)
4089,"D'India, Sigismondo",1582,1629,,"Le musiche da cantar (D'India, Sigismondo)","1-2 voices, continuo",https://imslp.org/wiki/Le_musiche_da_cantar_(D'India%2C_Sigismondo)
4090,"Reichardt, Caspar",1804,1857,,"Musickalischer Blumenkranz (Reichardt, Caspar)",2 guitars,https://imslp.org/wiki/Musickalischer_Blumenkranz_(Reichardt%2C_Caspar)
4091,"Eisler, Hanns",1898,1962,,"Musik aus dem Puntila-Film (Eisler, Hanns)","Solo voices, Children's or Women's Choir, Clarinet in B♭, Guitar, Percussion, Contrabass",https://imslp.org/wiki/Musik_aus_dem_Puntila-Film_(Eisler%2C_Hanns)
4092,"Götze, Walter Wilhelm",1883,1961,,"Musikanten-Tanzbuch 1797 (Götze, Walter Wilhelm)","Violin (or Flute) & Guitar, 2nd Violin ad lib.",https://imslp.org/wiki/Musikanten-Tanzbuch_1797_(G%C3%B6tze%2C_Walter_Wilhelm)
4093,"Fine, Elaine",,,,"5 Musings on Melodies from van Eyck (Fine, Elaine)","2 versions:Viola d'amore, guitarViolin, viola, guitar",https://imslp.org/wiki/5_Musings_on_Melodies_from_van_Eyck_(Fine%2C_Elaine)
4094,"Jacques, Alain M.",,,,"La musique et la beauté (Jacques, Alain M.)",Voice & Guitar,https://imslp.org/wiki/La_musique_et_la_beaut%C3%A9_(Jacques%2C_Alain_M.)
4095,"Klinger, Ivan",1815,1897,,"Musse für sechssaitige Guitarre No.1 (Klinger, Ivan)",guitar,https://imslp.org/wiki/Musse_f%C3%BCr_sechssaitige_Guitarre_No.1_(Klinger%2C_Ivan)
4096,"Meignen, Leopold",1793,1873,,"My Bark is on the Billow (Meignen, Leopold)","Voice, guitar",https://imslp.org/wiki/My_Bark_is_on_the_Billow_(Meignen%2C_Leopold)
4097,"Dressler, William",1826,1914,,"My Heart is Sair for Somebody (Dressler, William)","voice, guitar, piano",https://imslp.org/wiki/My_Heart_is_Sair_for_Somebody_(Dressler%2C_William)
4098,"Vincent IV, Teo",,,,"My Successes are Here (Vincent IV, Teo)","voice, guitar, piano",https://imslp.org/wiki/My_Successes_are_Here_(Vincent_IV%2C_Teo)
4099,"Hill, Frank",,,,"Myndos (Hill, Frank)","Violin, Guitar",https://imslp.org/wiki/Myndos_(Hill%2C_Frank)
4100,"Mertz, Johann Kaspar",1806,1856,,"Nabucco, Op.62 (Mertz, Johann Kaspar)",guitar,https://imslp.org/wiki/Nabucco%2C_Op.62_(Mertz%2C_Johann_Kaspar)
4101,"Schubert, Franz",1797,1828,,"Die Nacht, D.deest (Schubert, Franz)","voice, guitar",https://imslp.org/wiki/Die_Nacht%2C_D.deest_(Schubert%2C_Franz)
4102,"Knab, Armin",1881,1951,,"Die Nacht (Knab, Armin)",Voice and Guitar,https://imslp.org/wiki/Die_Nacht_(Knab%2C_Armin)
4103,"Methfessel, Friedrich",1771,1807,,"Die Nachtigall (Methfessel, Friedrich)",Voice and Guitar,https://imslp.org/wiki/Die_Nachtigall_(Methfessel%2C_Friedrich)
4104,"Mirzazade, Khayyam",1935,2018,,"Nachtmusik für Christoph Jäggin (Mirzazade, Khayyam)",guitar,https://imslp.org/wiki/Nachtmusik_f%C3%BCr_Christoph_J%C3%A4ggin_(Mirzazade%2C_Khayyam)
4105,"Höger, Anton",,,,"Nachtstück-Fragment II (Höger, Anton)",Guitar,https://imslp.org/wiki/Nachtst%C3%BCck-Fragment_II_(H%C3%B6ger%2C_Anton)
4106,"Höger, Anton",,,,"Nachtstück-Fragment I (Höger, Anton)",2 Guitars,https://imslp.org/wiki/Nachtst%C3%BCck-Fragment_I_(H%C3%B6ger%2C_Anton)
4107,"Mertz, Johann Kaspar",1806,1856,,"Nachtviolen, Op.2 (Mertz, Johann Kaspar)",guitar,https://imslp.org/wiki/Nachtviolen%2C_Op.2_(Mertz%2C_Johann_Kaspar)
4108,"Mertz, Johann Kaspar",1806,1856,,"Die Nachtwandlerin, Op.35 (Mertz, Johann Kaspar)",guitar,https://imslp.org/wiki/Die_Nachtwandlerin%2C_Op.35_(Mertz%2C_Johann_Kaspar)
4109,"Weidt, Albert John",1866,1945,,"Nana (Weidt, Albert John)",2 guitars,https://imslp.org/wiki/Nana_(Weidt%2C_Albert_John)
4110,"Sagreras, Julio Salvador",1879,1942,,"La napolitana, Op.34 (Sagreras, Julio Salvador)",Guitar,https://imslp.org/wiki/La_napolitana%2C_Op.34_(Sagreras%2C_Julio_Salvador)
4111,"Mezzacapo, Edouardo",1832,1898,,"Napoli (Mezzacapo, Edouardo)","mandolin, piano; mandolin, guitar",https://imslp.org/wiki/Napoli_(Mezzacapo%2C_Edouardo)
4112,"Ruiz Molina, David",,,,"Narciso (Ruiz Molina, David)","alto flute, harpsichord, 2 guitars (guitarras flamencas), bastón",https://imslp.org/wiki/Narciso_(Ruiz_Molina%2C_David)
4113,"Tavares, Luciano",,,,"Nas escadas (Tavares, Luciano)",guitar,https://imslp.org/wiki/Nas_escadas_(Tavares%2C_Luciano)
4114,"Ernst, Leo",,,,"Natalee (Ernst, Leo)",guitar,https://imslp.org/wiki/Natalee_(Ernst%2C_Leo)
4115,"Schultz, Leonard",1814,1860,,"12 National Airs with Introduction and Variations for the Guitar (Schultz, Leonard)",guitar,https://imslp.org/wiki/12_National_Airs_with_Introduction_and_Variations_for_the_Guitar_(Schultz%2C_Leonard)
4116,"Giuliani, Mauro",1781,1829,,"14 National Dances and 3 Marches, Op.24b (Giuliani, Mauro)",guitar,https://imslp.org/wiki/14_National_Dances_and_3_Marches%2C_Op.24b_(Giuliani%2C_Mauro)
4117,"Zochetti, Friedrich Ignaz",1789,1877,,"National-Tänze (Zochetti, Friedrich Ignaz)",guitar,https://imslp.org/wiki/National-T%C3%A4nze_(Zochetti%2C_Friedrich_Ignaz)
4118,"Alais, Juan",1844,1914,,"La Ñatita, Op.23 (Alais, Juan)",guitar; 2 guitars,https://imslp.org/wiki/La_%C3%91atita%2C_Op.23_(Alais%2C_Juan)
4119,"Jacquot, Matthieu",,,,"Natural Velocity (Jacquot, Matthieu)",Guitar,https://imslp.org/wiki/Natural_Velocity_(Jacquot%2C_Matthieu)
4120,"Sancho, José Ramon",1860,1924,,"La Negrita (Sancho, José Ramon)",guitar,https://imslp.org/wiki/La_Negrita_(Sancho%2C_Jos%C3%A9_Ramon)
4121,"Donella, Valentino",,,,"Nel quinto giorno del settimo mese (Donella, Valentino)","guitar, piano",https://imslp.org/wiki/Nel_quinto_giorno_del_settimo_mese_(Donella%2C_Valentino)
4122,"Caldini, Fulvio",,,,"Nel silenzio, Marginalia No.225 (Caldini, Fulvio)",guitar,https://imslp.org/wiki/Nel_silenzio%2C_Marginalia_No.225_(Caldini%2C_Fulvio)
4123,"Graybill, Bruce Chandler",,,,"Nelleke (Graybill, Bruce Chandler)","mandolin, guitar",https://imslp.org/wiki/Nelleke_(Graybill%2C_Bruce_Chandler)
4124,"Munier, Carlo",1859,1911,,"Nelly gavotta, Op.171 (Munier, Carlo)","2 mandolini, mandola, pianoforte o chitarra",https://imslp.org/wiki/Nelly_gavotta%2C_Op.171_(Munier%2C_Carlo)
4125,"Sagreras, Julio Salvador",1879,1942,,"Nelly (Sagreras, Julio Salvador)",guitar,https://imslp.org/wiki/Nelly_(Sagreras%2C_Julio_Salvador)
4126,"Lutter, Wilhelm",1914,1999,,"Nenn, was du morgen schaffst, schon heut dein Eigen, Op.29 (Lutter, Wilhelm)","2 versions: (1) baritone, guitar; (2) baritone, piano",https://imslp.org/wiki/Nenn%2C_was_du_morgen_schaffst%2C_schon_heut_dein_Eigen%2C_Op.29_(Lutter%2C_Wilhelm)
